City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Rongcheng,CN,30.634,117.8517,55.69,73,100,0.98,overcast clouds
348,Tual,ID,-5.6667,132.75,83.93,70,43,4.61,scattered clouds
349,Jakarta,ID,-6.2146,106.8451,86.09,86,75,4.61,haze
350,Puerto Del Rosario,ES,28.5004,-13.8627,73.08,83,7,8.05,clear sky
351,Komsomolskiy,UZ,40.4272,71.7189,56.12,47,100,6.91,overcast clouds
352,Marzuq,YE,14.4,46.4667,72.07,39,80,1.43,broken clouds
353,Kuliyapitiya,LK,7.4688,80.0401,83.64,70,51,9.04,broken clouds
354,Codrington,AU,-38.2667,141.9667,58.64,68,91,15.43,overcast clouds
355,Billings,US,45.7833,-108.5007,58.77,35,40,10.36,scattered clouds
356,Baruun-Urt,MN,46.6806,113.2792,34.79,39,3,7.87,clear sky
357,Kinsale,IE,51.7075,-8.5306,58.37,100,75,16.11,heavy intensity rain
358,Garoua,CM,9.3,13.4,74.71,86,98,2.08,overcast clouds
359,Svetlyy,RU,54.675,20.1347,46.45,80,34,7.9,scattered clouds
360,Lasa,IT,46.6166,10.7002,45.48,50,100,4.99,overcast clouds
361,Iskateley,RU,67.6803,53.1512,35.28,98,100,10.51,overcast clouds
362,Muzhi,RU,65.3667,64.6667,35.67,82,93,10.67,overcast clouds
363,San,ML,13.3034,-4.8956,81.84,17,95,5.7,overcast clouds
364,Poarta Alba,RO,44.2167,28.4,46.63,100,100,6.91,mist
365,Pyapon,MM,16.2833,95.6833,82.96,80,100,11.05,overcast clouds
366,Korla,CN,41.7597,86.1469,55.81,29,46,10.2,scattered clouds
367,Lavrentiya,RU,65.5833,-171.0,23.05,71,40,9.22,scattered clouds
368,Adre,TD,13.4667,22.2,74.43,32,20,5.5,few clouds
369,Port Lincoln,AU,-34.7333,135.8667,63.66,59,70,10.02,broken clouds
370,Kerema,PG,-7.9631,145.7785,84.25,69,96,7.74,overcast clouds
371,Benghazi,LY,32.1167,20.0667,69.93,58,100,6.13,overcast clouds
372,Villerupt,FR,49.4674,5.9329,42.19,95,6,3.83,clear sky
373,Nouakchott,MR,18.0858,-15.9785,84.09,34,14,10.85,few clouds
374,Mar Del Plata,AR,-38.0023,-57.5575,52.88,7,0,1.01,clear sky
375,Xinyu,CN,27.8043,114.9334,53.78,87,100,2.15,overcast clouds
376,Taitung,TW,22.7583,121.1444,80.87,61,75,6.91,broken clouds
377,Montrose,US,38.4166,-108.2673,48.54,47,97,5.99,overcast clouds
378,Yabrud,SY,33.9674,36.6574,47.86,80,0,1.88,clear sky
379,Dharchula,IN,29.85,80.5333,64.15,96,100,1.79,heavy intensity rain
380,Luangwa,ZM,-15.6167,30.4167,80.85,36,5,3.36,clear sky
381,Neyshabur,IR,36.2133,58.7958,56.57,11,0,0.45,clear sky
382,Zdvinsk,RU,54.7021,78.661,40.03,71,87,8.03,overcast clouds
383,Yeppoon,AU,-23.1333,150.7333,82.18,44,44,14.99,scattered clouds
384,Bonfim,BR,3.0833,-59.95,80.87,63,34,4.43,scattered clouds
385,Touros,BR,-5.1989,-35.4608,76.1,79,39,12.03,scattered clouds
386,Chatellerault,FR,46.8,0.5333,54.55,1,69,6.13,broken clouds
387,Ikom,NG,5.9667,8.7063,74.1,99,100,1.63,light rain
388,Zaragoza,ES,41.6561,-0.8773,56.8,80,20,1.99,few clouds
389,Salgueiro,BR,-8.0742,-39.1192,76.53,58,89,19.06,overcast clouds
390,Rafaela,AR,-31.2503,-61.4867,61.05,62,0,7.7,clear sky
391,Clarence Town,AU,-32.5833,151.7833,79.63,29,100,4.05,overcast clouds
392,Saint-Georges,GD,12.0564,-61.7485,80.28,94,20,5.75,few clouds
393,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,44,0,14.97,clear sky
394,Linxia,CN,35.6003,103.2064,51.62,58,23,4.07,few clouds
395,Camana,PE,-16.6228,-72.7111,62.49,86,77,8.01,broken clouds
396,Presidente Medici,BR,-11.1753,-61.9014,75.52,75,60,2.1,light rain
397,Marawi,PH,7.9986,124.2928,75.65,54,92,2.3,overcast clouds
398,Thiruvananthapuram,IN,8.4833,76.9167,84.18,79,20,10.36,few clouds
399,Necochea,AR,-38.5473,-58.7368,45.39,82,0,4.38,clear sky
400,Tevaitoa,PF,-16.7833,-151.5,80.58,79,36,17.43,light rain
401,Makubetsu,JP,45.3714,141.8211,44.31,45,75,17.27,broken clouds
402,Ilulissat,GL,69.2167,-51.1,17.62,29,1,34.52,clear sky
403,Camrose,CA,53.0168,-112.8353,44.56,66,100,9.91,overcast clouds
404,Fairbanks,US,64.8378,-147.7164,31.3,70,75,0.0,broken clouds
405,Ballina,AU,-28.8667,153.5667,77.18,81,99,13.35,overcast clouds
406,Huinan,CN,42.6225,126.2614,47.97,56,100,13.53,overcast clouds
407,Noumea,NC,-22.2763,166.4572,80.01,99,100,11.25,light rain
408,Bonthe,SL,7.5264,-12.505,77.18,88,95,5.84,moderate rain
409,Penzance,GB,50.1186,-5.5371,59.77,95,100,20.96,overcast clouds
410,Bethel,US,41.3712,-73.414,54.01,85,1,0.0,clear sky
411,Batemans Bay,AU,-35.7167,150.1833,78.19,43,7,8.61,clear sky
412,Terre-De-Bas,GP,15.8501,-61.6442,76.51,74,5,3.71,clear sky
413,Chowchilla,US,37.123,-120.2602,71.91,51,1,10.36,clear sky
414,Provideniya,RU,64.3833,-173.3,26.71,59,90,6.71,overcast clouds
415,Talcahuano,CL,-36.7167,-73.1167,51.48,87,0,6.91,clear sky
416,Karanpura,IN,29.1018,75.092,74.43,75,96,7.38,overcast clouds
417,Lorengau,PG,-2.0226,147.2712,85.89,68,14,11.92,few clouds
418,Tessalit,ML,20.1986,1.0114,79.14,15,2,9.95,clear sky
419,Goderich,CA,43.7501,-81.7165,57.9,58,35,24.16,scattered clouds
420,Riviere-Au-Renard,CA,48.9957,-64.3971,57.49,97,100,17.0,overcast clouds
421,Kardla,EE,58.9978,22.7492,44.58,81,75,18.41,broken clouds
422,Iberia,US,29.9502,-91.7507,60.87,72,1,3.44,clear sky
423,Toritama,BR,-8.0067,-36.0567,69.44,86,90,3.78,overcast clouds
424,Miranda,CO,3.2499,-76.2281,66.33,98,100,0.49,overcast clouds
425,Mwinilunga,ZM,-11.7358,24.4293,65.91,68,58,6.08,broken clouds
426,Hami,CN,42.8,93.45,56.7,19,0,9.4,clear sky
427,Srednekolymsk,RU,67.45,153.6833,11.66,90,98,7.49,overcast clouds
428,Doha,QA,25.2867,51.5333,84.18,70,0,2.3,clear sky
429,Belgrade,RS,44.804,20.4651,47.7,100,90,4.61,fog
430,Pangnirtung,CA,66.1451,-65.7125,30.96,49,100,7.7,overcast clouds
431,Pisco,PE,-13.7,-76.2167,61.02,82,99,12.66,overcast clouds
432,Hachinohe,JP,40.5,141.5,53.82,60,58,4.54,broken clouds
433,Bud,US,39.447,-86.1758,52.21,84,33,5.91,scattered clouds
434,Praia Da Vitoria,PT,38.7333,-27.0667,69.76,83,40,9.46,scattered clouds
435,Trairi,BR,-3.2778,-39.2689,79.79,81,37,12.97,scattered clouds
436,Numan,NG,9.4667,12.0333,74.88,86,96,2.46,overcast clouds
437,Tabou,CI,4.423,-7.3528,77.65,89,78,7.49,light rain
438,Oranjestad,AW,12.524,-70.027,84.15,79,20,12.66,few clouds
439,Nome,US,64.5011,-165.4064,26.67,64,1,10.36,clear sky
440,Gouyave,GD,12.1646,-61.7296,79.57,94,20,5.75,few clouds
441,Mbarara,UG,-0.608,30.65,61.21,91,100,2.98,overcast clouds
442,Sisimiut,GL,66.9395,-53.6735,26.46,43,3,20.07,clear sky
443,Fort Nelson,CA,58.8053,-122.7002,29.79,93,75,2.3,broken clouds
444,Panzhihua,CN,26.5851,101.7128,71.31,66,82,1.32,broken clouds
445,Vera Cruz,BR,-12.6333,-41.0333,70.65,72,16,4.56,few clouds
446,Walvis Bay,NA,-22.9575,14.5053,54.09,87,0,11.5,clear sky
447,Brigantine,US,39.4101,-74.3646,55.02,76,1,9.22,clear sky
448,Thai Binh,VN,20.45,106.3333,68.0,84,100,12.95,overcast clouds
449,Sechura,PE,-5.5569,-80.8222,65.75,81,62,13.87,broken clouds
450,Loa Janan,ID,-0.583,117.095,86.43,66,100,4.36,light rain
451,Kutum,SD,14.2,24.6667,73.92,19,3,8.19,clear sky
452,Te Anau,NZ,-45.4167,167.7167,61.23,54,11,4.7,few clouds
453,Makakilo City,US,21.3469,-158.0858,80.92,61,1,12.66,clear sky
454,San Rafael,AR,-34.6177,-68.3301,57.07,32,0,0.83,clear sky
455,Shimoda,JP,34.6667,138.95,62.96,61,41,18.28,scattered clouds
456,Port Hardy,CA,50.6996,-127.4199,48.2,87,40,5.75,scattered clouds
457,Blackwater,AU,-23.5833,148.8833,95.81,10,6,19.82,clear sky
458,Bayanday,RU,53.0661,105.5139,32.65,55,5,4.38,clear sky
459,Bontang,ID,0.1333,117.5,85.06,70,100,9.48,heavy intensity rain
460,Deputatskiy,RU,69.3,139.9,-6.25,95,64,1.97,broken clouds
461,Alice Springs,AU,-23.7,133.8833,96.35,12,8,8.05,clear sky
462,Tlapehuala,MX,18.2167,-100.5167,75.49,77,73,2.8,broken clouds
463,Isiro,CD,2.7739,27.616,66.2,99,100,2.17,overcast clouds
464,Kalmunai,LK,7.4167,81.8167,86.34,59,54,1.16,broken clouds
465,Abhar,IR,36.1468,49.218,52.02,31,0,5.06,clear sky
466,Hambantota,LK,6.1241,81.1185,84.36,68,32,21.23,scattered clouds
467,Port-Gentil,GA,-0.7193,8.7815,77.63,84,100,12.19,light rain
468,Voghera,IT,44.9947,9.0086,58.55,80,100,3.22,overcast clouds
469,Ouango,CF,4.3133,22.5552,70.02,99,100,1.88,overcast clouds
470,Muros,ES,42.7762,-9.0603,68.99,95,100,9.84,overcast clouds
471,Casablanca,MA,33.5928,-7.6192,68.32,93,55,11.01,broken clouds
472,Oussouye,SN,12.485,-16.5469,80.78,83,100,3.11,overcast clouds
473,Joinville,BR,-26.3044,-48.8456,63.1,98,100,2.86,overcast clouds
474,Sijunjung,ID,-0.6876,100.9537,82.11,79,100,0.98,overcast clouds
475,Petersburg,US,37.2279,-77.4019,52.2,86,2,5.61,clear sky
476,Banjar,ID,-8.19,114.9675,89.46,65,15,5.91,few clouds
477,Kayan,MM,16.9056,96.5631,86.14,79,100,6.33,overcast clouds
478,Sinjar,IQ,36.3209,41.8754,62.82,64,0,8.28,clear sky
479,Shuangyang,CN,43.5242,125.6736,37.15,54,5,8.37,clear sky
480,Aligudarz,IR,33.4006,49.6949,52.29,46,13,6.22,few clouds
481,Luau,AO,-10.7073,22.2247,65.73,80,8,3.56,clear sky
482,Manaure,CO,11.7751,-72.4445,82.18,77,46,2.44,scattered clouds
483,Menongue,AO,-14.6585,17.691,63.3,63,33,2.62,scattered clouds
484,Independence,US,39.0911,-94.4155,59.88,69,1,8.05,clear sky
485,Zyryanskoye,RU,56.8306,86.6258,37.36,69,4,7.52,clear sky
486,Oxford,GB,51.7522,-1.256,53.19,96,100,8.05,overcast clouds
487,Umm Kaddadah,SD,13.6017,26.6876,82.13,17,7,13.58,clear sky
488,Gigmoto,PH,13.7796,124.39,84.51,75,68,6.98,moderate rain
489,Meadow Lake,US,34.8014,-106.5436,64.17,43,89,8.77,overcast clouds
490,Huanren,CN,41.2647,125.3667,41.2,64,100,4.81,light rain
491,Roquetas De Mar,ES,36.7642,-2.6148,66.2,78,95,6.82,overcast clouds
492,Laguna,US,38.421,-121.4238,60.76,76,90,4.0,light rain
493,Levelland,US,33.5873,-102.378,58.05,32,3,10.4,clear sky
494,Tigre,AR,-34.426,-58.5796,63.05,59,0,3.44,clear sky
495,Vila Velha,BR,-20.3297,-40.2925,73.35,78,90,4.61,overcast clouds
496,Puerto Escondido,MX,15.85,-97.0667,76.03,78,90,10.36,overcast clouds
497,Wadi Maliz,TN,36.4681,8.5495,54.05,84,0,2.68,clear sky
498,Gambela,ET,8.25,34.5833,72.45,73,81,3.49,broken clouds
499,Warora,IN,20.2333,79.0,78.67,85,29,9.98,scattered clouds
500,Laukaa,RU,58.7372,29.8453,37.38,82,98,10.4,overcast clouds
501,Boddam,GB,57.4667,-1.7833,54.39,98,100,15.57,light rain
502,Yaypan,UZ,40.3758,70.8156,61.97,28,25,3.6,scattered clouds
503,Mareeba,AU,-17.0,145.4333,93.33,26,42,8.1,scattered clouds
504,Dong Hoi,VN,17.4833,106.6,71.6,87,100,14.9,overcast clouds
505,Hue,VN,16.4667,107.6,80.71,89,75,8.05,light rain
506,La Sarre,CA,48.8002,-79.1996,36.64,92,99,8.46,overcast clouds
507,Izhma,RU,65.0083,53.9113,37.38,83,100,9.75,overcast clouds
508,La Paz,BO,-16.5,-68.15,49.35,75,20,3.87,few clouds
509,Fiumicino,IT,41.7675,12.2291,58.08,88,0,2.3,clear sky
510,Sohbatpur,PK,28.5202,68.5434,83.79,10,0,2.62,clear sky
511,Port Augusta,AU,-32.5,137.7667,84.7,31,12,13.11,few clouds
512,Bathsheba,BB,13.2167,-59.5167,81.21,83,40,8.05,scattered clouds
513,Glendive,US,47.1053,-104.7125,56.17,71,1,3.44,clear sky
514,Leh,IN,34.1667,77.5833,42.08,70,100,2.46,overcast clouds
515,Turukhansk,RU,65.8167,87.9833,34.84,96,100,13.98,overcast clouds
516,Udachnyy,RU,66.4167,112.4,34.03,99,100,18.54,light rain
517,Biggar,GB,55.6167,-3.5167,54.99,97,100,4.9,overcast clouds
518,Bermejo,AR,-32.8833,-68.8,60.71,55,0,4.61,clear sky
519,Grozesti,RO,44.65,23.3167,50.54,94,39,1.79,scattered clouds
520,Ukiah,US,39.1502,-123.2078,49.89,89,90,3.44,overcast clouds
521,Barra Patuca,HN,15.8,-84.2833,77.97,86,72,5.5,broken clouds
522,Belyy Yar,RU,53.6039,91.3903,26.49,93,90,0.0,smoke
523,Lockerbie,GB,55.123,-3.3564,57.78,97,100,11.16,overcast clouds
524,Bunia,CD,1.5667,30.25,60.87,94,100,2.91,light rain
525,Parana,AR,-31.732,-60.5238,60.3,87,6,7.56,clear sky
526,Pudozh,RU,61.8099,36.5345,37.44,84,99,11.12,moderate rain
527,Mnogovershinnyy,RU,53.9353,139.9242,23.63,79,100,10.54,light snow
528,Balkhash,KZ,46.844,74.9804,39.81,60,0,17.9,clear sky
529,Quang Ngai,VN,15.1167,108.8,81.73,82,100,2.8,overcast clouds
530,Gasa,PS,31.5,34.4667,69.78,70,90,5.68,overcast clouds
531,Kharitonovo,RU,61.4009,47.4978,38.34,75,88,9.95,overcast clouds
532,Dedza,MW,-14.3779,34.3332,62.4,69,88,5.39,overcast clouds
533,Putina,PE,-15.4667,-69.4333,48.29,70,12,7.27,few clouds
534,Quimper,FR,48.0,-4.1,61.63,100,90,8.05,light intensity drizzle
535,Sayyan,YE,15.1718,44.3244,55.02,26,73,5.26,broken clouds
536,Ondo,NG,7.1,4.8333,72.0,99,92,1.14,overcast clouds
537,Olga,RU,43.7444,135.2892,48.29,31,14,7.56,few clouds
538,Santa Maria,BR,-29.6842,-53.8069,52.25,89,0,6.44,clear sky
539,Vilhena,BR,-12.7406,-60.1458,69.48,94,100,2.3,overcast clouds
540,Tazovskiy,RU,67.4667,78.7,35.38,97,100,17.31,light rain
541,Djenne,ML,13.9061,-4.5533,83.8,16,79,7.2,broken clouds
542,Dalvik,IS,65.9702,-18.5286,33.73,93,100,11.03,light rain
543,Karasjok,NO,69.4719,25.5112,33.91,87,72,19.08,broken clouds
544,Alenquer,BR,-1.9417,-54.7383,80.94,80,82,4.07,broken clouds
545,Coquimbo,CL,-29.9533,-71.3436,53.33,93,0,2.3,clear sky
546,Biak,ID,-0.9131,122.8766,85.08,65,18,1.9,few clouds
547,Namwala,ZM,-15.7504,26.4384,76.71,26,94,2.77,overcast clouds
548,Cam Ranh,VN,11.9214,109.1591,85.96,70,20,4.61,few clouds
549,Mogok,MM,22.9167,96.5,77.77,52,36,1.07,scattered clouds
550,Grand Gaube,MU,-20.0064,57.6608,76.37,75,70,10.0,broken clouds
551,Pizarro,CO,4.9533,-77.366,76.64,90,97,1.79,light rain
552,Kirakira,SB,-10.4544,161.9205,83.68,74,44,2.98,scattered clouds
553,Ereymentau,KZ,51.6199,73.1033,40.17,59,12,6.71,few clouds
554,Homer,US,59.6425,-151.5483,41.81,88,90,14.97,moderate rain
555,Tirano,IT,46.2154,10.1679,53.47,51,100,4.5,overcast clouds
556,Tashtagol,RU,52.7657,87.8894,40.93,68,2,2.13,clear sky
557,Sampit,ID,-2.5333,112.95,86.22,74,82,1.86,broken clouds
558,Mount Clemens,US,42.5973,-82.878,54.18,69,1,10.36,clear sky
559,Egvekinot,RU,66.3167,-179.1667,16.9,76,100,5.1,overcast clouds
560,Camacupa,AO,-12.0167,17.4833,62.49,80,3,2.8,clear sky
561,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,94,100,12.68,overcast clouds
562,Krasnoarmeyskoye,RU,52.7182,50.0322,48.51,88,100,4.9,light rain
563,Nan,TH,18.8333,100.6667,77.02,73,20,6.91,few clouds
564,Abu Zabad,SD,12.35,29.25,79.2,54,4,5.79,clear sky
565,Mutare,ZW,-18.9707,32.6709,63.07,86,75,2.3,broken clouds
566,Bereda,ES,43.2686,-7.5406,67.41,79,100,4.27,overcast clouds
567,Klaksvik,FO,62.2266,-6.589,49.12,81,100,27.83,overcast clouds
568,Bolu,TR,40.6667,31.5833,49.96,93,99,3.98,overcast clouds
569,Praia,CV,14.9215,-23.5087,75.74,73,0,5.75,clear sky
570,Mporokoso,ZM,-9.3727,30.125,63.52,74,92,1.9,overcast clouds
571,Nalut,LY,30.3333,10.85,66.15,38,100,13.56,overcast clouds
572,Gondal,IN,21.9667,70.8,76.98,63,56,10.94,broken clouds
573,Bayan,CN,46.0833,127.4,39.27,34,77,6.31,broken clouds
574,Myanaung,MM,18.2833,95.3167,76.32,92,100,1.28,overcast clouds
575,Waitati,NZ,-45.75,170.5667,52.81,74,78,8.75,broken clouds
576,Soto La Marina,MX,23.7667,-98.2167,63.77,61,72,2.68,broken clouds
577,Kenai,US,60.5544,-151.2583,41.14,68,1,20.71,clear sky
578,Gunjur,GM,13.2019,-16.7339,77.07,94,75,6.91,broken clouds
579,Alta,NO,69.9689,23.2717,34.86,83,90,11.5,light snow
580,Manyana,BW,-23.4,21.7167,51.58,15,14,12.73,few clouds
581,Dabat,ET,12.9842,37.765,49.28,60,5,8.46,clear sky
582,Gravdal,NO,68.1214,13.5031,37.29,70,40,12.66,light rain
583,Vidim,RU,56.4088,103.1106,34.77,60,24,4.97,few clouds
584,Yumen,CN,40.2833,97.2,51.46,19,100,9.89,overcast clouds
585,Eyl,SO,7.9803,49.8164,76.68,84,100,8.3,overcast clouds
586,Sicamous,CA,50.8331,-118.9856,52.11,81,100,1.72,overcast clouds
587,Chara,RU,56.9064,118.2631,22.41,58,85,4.72,overcast clouds
588,Plettenberg Bay,ZA,-34.0527,23.3716,49.68,80,49,5.06,scattered clouds
589,Zhezkazgan,KZ,47.8043,67.7144,42.69,42,6,8.84,clear sky
590,Matamoros,MX,25.5333,-103.25,72.1,52,38,4.16,scattered clouds
591,Oktyabrskoye,RU,43.0645,44.7417,48.34,93,100,4.47,overcast clouds
592,Bhopal,IN,23.2667,77.4,71.83,100,90,6.91,light rain
593,Slave Lake,CA,55.2834,-114.769,40.98,87,90,4.61,overcast clouds
594,Tawang,IN,27.5833,91.8667,56.5,88,94,2.91,overcast clouds
595,Kichera,RU,55.9375,110.0997,29.05,55,52,1.1,broken clouds
596,Beitbridge,ZW,-22.2167,30.0,65.66,73,96,21.81,light rain
597,Kisangani,CD,0.5167,25.2,68.99,100,100,1.43,overcast clouds
598,Aksha,RU,50.2814,113.2867,35.44,52,5,8.48,clear sky
599,Visnes,NO,59.3556,5.2242,38.57,81,100,8.05,overcast clouds
600,Roma,US,43.2128,-75.4557,49.39,93,75,0.0,broken clouds
601,Alyangula,AU,-13.8483,136.4192,87.57,60,74,10.96,broken clouds
602,Maguling,PH,6.095,124.4033,87.26,69,98,5.68,overcast clouds
603,Campbellsville,US,37.3434,-85.3419,52.66,68,0,4.61,clear sky
604,Tacoronte,ES,28.4769,-16.4102,72.16,47,0,6.26,clear sky
605,Maragogi,BR,-9.0122,-35.2225,76.06,83,80,8.28,broken clouds
606,Gizo,SB,-8.103,156.8419,85.39,65,100,1.92,overcast clouds
607,Cancun,MX,21.1743,-86.8466,80.53,78,40,4.61,scattered clouds
608,Avera,US,33.194,-82.5271,52.75,53,0,6.24,clear sky
609,Zharkent,KZ,44.1628,80.0,54.82,29,0,2.48,clear sky
610,Meulaboh,ID,4.1363,96.1285,80.33,76,99,4.0,overcast clouds
611,Moose Factory,CA,51.2585,-80.6094,42.8,87,90,9.22,overcast clouds
612,Roebourne,AU,-20.7833,117.1333,84.27,31,5,11.59,clear sky
613,Krasnoselkup,RU,65.7,82.4667,37.71,94,100,17.49,overcast clouds
614,Isangel,VU,-19.55,169.2667,82.51,83,90,0.0,moderate rain
615,Cairns,AU,-16.9167,145.7667,97.95,68,40,9.22,scattered clouds
616,Grindavik,IS,63.8424,-22.4338,45.07,93,90,24.16,heavy intensity rain
617,Tura,IN,25.5198,90.2201,75.99,92,97,2.48,overcast clouds
618,Wajir,KE,1.7471,40.0573,74.86,74,100,12.03,overcast clouds
619,Aban,RU,56.67,96.06,37.15,71,8,3.89,clear sky
620,Arlit,NE,18.7369,7.3853,85.01,28,92,6.02,overcast clouds
621,Bardiyah,LY,31.7561,25.0865,66.85,70,5,7.58,clear sky
622,Santa Cruz De La Palma,ES,28.6835,-17.7642,69.94,94,0,5.75,clear sky
623,Acarau,BR,-2.8856,-40.12,79.75,84,38,16.44,scattered clouds
624,Mirnyy,RU,62.5353,113.9611,29.48,88,100,13.89,overcast clouds
625,Carlos Antonio Lopez,PY,-26.4,-54.7667,59.5,99,32,2.13,scattered clouds
626,Cascais,PT,38.6979,-9.4215,66.43,83,100,1.01,overcast clouds
627,Forestville,US,38.8451,-76.875,55.04,67,75,3.44,broken clouds
628,Hongjiang,CN,27.11,109.9956,65.32,62,54,2.15,broken clouds
629,Vao,NC,-22.6667,167.4833,73.72,87,100,11.25,moderate rain
630,Sederot,IL,31.525,34.5969,69.19,74,81,4.0,broken clouds
631,Sedalia,US,38.7045,-93.2283,57.56,71,1,8.05,clear sky
632,Vestmannaeyjar,IS,63.4427,-20.2734,46.58,88,100,33.96,light rain
633,Portland,US,45.5234,-122.6762,55.36,87,90,1.99,light rain
634,Nohar,IN,29.1833,74.7667,74.7,73,95,7.47,overcast clouds
635,Corn Island,NI,12.1694,-83.0418,83.64,73,24,9.08,few clouds
636,Fort Saint James,CA,54.4333,-124.25,30.58,86,62,2.71,broken clouds
637,Opuwo,NA,-18.0607,13.84,64.22,25,59,4.05,broken clouds
638,Foumban,CM,5.7291,10.9001,63.36,96,100,2.06,light rain
639,Bosaso,SO,11.2842,49.1816,82.94,50,4,3.76,clear sky
640,Danilov,RU,58.1908,40.1717,36.39,95,96,5.97,moderate rain
641,Jatai,BR,-17.8814,-51.7144,72.16,85,52,2.04,broken clouds
642,Gurupa,BR,-1.405,-51.64,74.61,84,100,4.7,overcast clouds
643,Quatre Cocos,MU,-20.2078,57.7625,76.08,73,94,14.41,overcast clouds
644,Lake Charles,US,30.2131,-93.2044,60.98,83,1,0.0,clear sky
645,Bari,IT,41.1177,16.8512,62.85,86,0,3.0,clear sky
646,Dunedin,NZ,-45.8742,170.5036,52.81,75,89,5.01,overcast clouds
647,Nikko,JP,36.75,139.6167,57.96,56,12,6.46,few clouds
648,Gamba,GA,-2.65,10.0,75.6,84,100,6.2,overcast clouds
649,Samdari,IN,25.8167,72.5833,80.89,66,62,4.61,broken clouds
650,Tamandare,BR,-8.7597,-35.1047,76.03,83,91,6.89,overcast clouds
651,Qaqortoq,GL,60.7167,-46.0333,32.5,71,100,7.23,overcast clouds
652,Kudahuvadhoo,MV,2.6708,72.8944,82.96,72,52,14.23,broken clouds
653,Sarana,RU,56.4773,57.7259,45.28,90,100,8.28,overcast clouds
654,Kahului,US,20.8947,-156.47,80.62,74,40,24.16,scattered clouds
655,Faanui,PF,-16.4833,-151.75,80.22,79,17,16.71,light rain
656,Galle,LK,6.0367,80.217,78.82,89,100,18.88,overcast clouds
657,Aiquile,BO,-18.2041,-65.1807,56.08,83,83,4.68,broken clouds
658,Bar Harbor,US,44.3876,-68.2039,52.29,77,90,8.99,overcast clouds
659,Jatiwangi,ID,-6.7336,108.2628,91.08,51,49,7.96,moderate rain
660,Ures,MX,29.4333,-110.4,77.7,37,100,2.98,overcast clouds
661,Shangqiu,CN,34.45,115.65,60.51,42,73,11.59,broken clouds
662,Spassk,RU,52.747,87.7545,41.49,67,2,1.99,clear sky
663,Natal,BR,-5.795,-35.2094,77.22,94,20,4.61,few clouds
664,Kasongo-Lunda,CD,-6.4667,16.8167,69.64,91,73,0.87,broken clouds
665,Katsuura,JP,35.1333,140.3,62.64,59,86,19.3,overcast clouds
666,Juneau,US,58.3019,-134.4197,37.85,91,90,0.0,overcast clouds
667,Ilo,PE,-17.6394,-71.3375,61.7,81,68,8.41,broken clouds
668,Parvatipuram,IN,18.7833,83.4333,80.94,87,100,0.67,overcast clouds
669,Tallahassee,US,30.4383,-84.2807,64.63,83,1,0.0,clear sky
670,Sant,RO,47.45,24.9,39.63,93,37,1.54,scattered clouds
671,Dicabisagan,PH,17.0818,122.4157,82.76,74,99,3.96,overcast clouds
672,Sambava,MG,-14.2667,50.1667,72.86,87,65,10.18,moderate rain
673,Wukari,NG,7.85,9.7833,74.03,95,100,2.21,moderate rain
674,Virginia Beach,US,36.8529,-75.978,60.82,68,1,6.91,clear sky
675,Kapit,MY,2.0167,112.9333,89.2,59,47,3.02,scattered clouds
676,Rockhampton,AU,-23.3833,150.5,82.29,51,40,6.91,light rain
677,Bilibino,RU,68.0546,166.4372,-2.18,96,58,3.89,broken clouds
678,Concarneau,FR,47.875,-3.9225,61.59,96,100,10.78,overcast clouds
679,Black Forest,US,39.0131,-104.7008,59.0,36,1,4.0,clear sky
680,Monforte De Lemos,ES,42.5216,-7.5142,68.68,89,100,1.45,overcast clouds
681,Bhag,PK,29.0415,67.8239,81.46,8,0,6.4,clear sky
682,Kurchum,KZ,48.5722,83.6542,47.71,36,42,1.5,scattered clouds
683,Bashtanka,UA,47.4072,32.4387,38.88,83,26,5.88,scattered clouds
684,Kismayo,SO,-0.3582,42.5454,77.81,81,15,12.12,few clouds
685,Erenhot,CN,43.6475,111.9767,38.37,49,5,13.29,clear sky
686,Fereydun Kenar,IR,36.6864,52.5225,66.51,80,49,8.72,scattered clouds
687,Xining,CN,36.6167,101.7667,48.63,55,1,4.63,clear sky
688,Orlik,RU,52.5178,99.825,31.3,43,0,2.71,clear sky
689,Yekaterinovka,RU,52.0508,44.3451,47.82,71,100,3.56,overcast clouds
690,Buritizeiro,BR,-17.3511,-44.9622,73.38,80,9,2.21,clear sky
691,Synya,RU,65.3718,58.0387,35.56,97,99,7.67,overcast clouds
692,Boguchany,RU,58.3814,97.4531,37.09,77,72,3.53,broken clouds
693,Boca Do Acre,BR,-8.7522,-67.3978,71.83,91,74,0.63,broken clouds
694,Hobyo,SO,5.3505,48.5268,78.21,86,100,9.98,overcast clouds
695,Tilichiki,RU,60.4667,166.1,26.83,94,100,22.59,snow
696,Turayf,SA,31.6725,38.6637,55.65,94,0,5.75,clear sky
697,Kirovskiy,RU,45.0917,133.5136,45.25,30,82,6.87,broken clouds
698,Soyo,AO,-6.1349,12.3689,75.78,83,100,6.06,overcast clouds
699,Half Moon Bay,US,37.4636,-122.4286,57.07,86,90,0.0,light rain
